date,season,team,opponent,venue,elo_before,elo_after
1997-04-19,1996-97,Arsenal,Blackburn,H,1669.6012408975555,1667.96547519696
1997-04-21,1996-97,Arsenal,Coventry,A,1667.96547519696,1667.044379600244
1997-05-03,1996-97,Arsenal,Newcastle,H,1667.044379600244,1657.641809024224
1997-05-11,1996-97,Arsenal,Derby,A,1657.641809024224,1666.150475080627
1997-08-09,1997-98,Arsenal,Leeds,A,1657.8429513265958,1657.2794287993247
1997-08-11,1997-98,Arsenal,Coventry,H,1657.2794287993247,1660.6568668291004
1997-08-23,1997-98,Arsenal,Southampton,A,1660.6568668291004,1669.5703155620508
1997-08-27,1997-98,Arsenal,Leicester,A,1669.5703155620508,1668.9220530709647
1997-08-30,1997-98,Arsenal,Tottenham,H,1668.9220530709647,1666.9950994366654
1997-09-13,1997-98,Arsenal,Bolton,H,1666.9950994366654,1671.37533760195
1997-09-21,1997-98,Arsenal,Chelsea,A,1671.37533760195,1679.071629409551
1997-09-24,1997-98,Arsenal,West Ham,H,1679.071629409551,1685.7545335680365
1997-09-27,1997-98,Arsenal,Everton,A,1685.7545335680365,1684.7565006518769
1997-10-04,1997-98,Arsenal,Barnsley,H,1684.7565006518769,1689.1370164377724
1997-10-18,1997-98,Arsenal,Crystal Palace,A,1689.1370164377724,1687.9768549846453
1997-10-26,1997-98,Arsenal,Aston Villa,H,1687.9768549846453,1686.107661279431
1997-11-01,1997-98,Arsenal,Derby,A,1686.107661279431,1664.5385450042938
1997-11-09,1997-98,Arsenal,Man United,H,1664.5385450042938,1671.2660861244592
1997-11-22,1997-98,Arsenal,Sheffield Weds,A,1671.2660861244592,1655.712298404885
1997-11-30,1997-98,Arsenal,Liverpool,H,1655.712298404885,1646.369343795676
1997-12-06,1997-98,Arsenal,Newcastle,A,1646.369343795676,1655.5290552264457
1997-12-13,1997-98,Arsenal,Blackburn,H,1655.5290552264457,1638.4998367869741
1997-12-26,1997-98,Arsenal,Leicester,H,1638.4998367869741,1641.1554550233507
1997-12-28,1997-98,Arsenal,Tottenham,A,1641.1554550233507,1640.3776915229969
1998-01-10,1997-98,Arsenal,Leeds,H,1640.3776915229969,1643.6228363818764
1998-01-17,1997-98,Arsenal,Coventry,A,1643.6228363818764,1642.8477520521885
1998-01-31,1997-98,Arsenal,Southampton,H,1642.8477520521885,1648.649919052153
1998-02-08,1997-98,Arsenal,Chelsea,H,1648.649919052153,1656.283078189566
1998-02-21,1997-98,Arsenal,Crystal Palace,H,1656.283078189566,1657.7389101947788
1998-03-02,1997-98,Arsenal,West Ham,A,1657.7389101947788,1657.384047683674
1998-03-11,1997-98,Arsenal,Wimbledon,A,1657.384047683674,1663.551898003388
1998-03-14,1997-98,Arsenal,Man United,A,1663.551898003388,1674.3159743217843
1998-03-28,1997-98,Arsenal,Sheffield Weds,H,1674.3159743217843,1676.4219244971239
1998-03-31,1997-98,Arsenal,Bolton,A,1676.4219244971239,1680.4001135803835
1998-04-11,1997-98,Arsenal,Newcastle,H,1680.4001135803835,1685.6446235878539
1998-04-13,1997-98,Arsenal,Blackburn,A,1685.6446235878539,1701.0591510764027
1998-04-18,1997-98,Arsenal,Wimbledon,H,1701.0591510764027,1709.30822331264
1998-04-25,1997-98,Arsenal,Barnsley,A,1709.30822331264,1714.4180292725578
1998-04-29,1997-98,Arsenal,Derby,H,1714.4180292725578,1715.9123560246928
1998-05-03,1997-98,Arsenal,Everton,H,1715.9123560246928,1720.4795745612303
1998-05-06,1997-98,Arsenal,Liverpool,A,1720.4795745612303,1701.312961257356
1998-05-10,1997-98,Arsenal,Aston Villa,A,1701.312961257356,1693.5636758876728
1998-08-17,1998-99,Arsenal,Nott'm Forest,H,1683.8854920932893,1685.5629233942807
1998-08-22,1998-99,Arsenal,Liverpool,A,1685.5629233942807,1686.3248443953096
1998-08-29,1998-99,Arsenal,Charlton,H,1686.3248443953096,1684.112704609585
1998-09-09,1998-99,Arsenal,Chelsea,A,1684.112704609585,1684.1596841487433
1998-09-12,1998-99,Arsenal,Leicester,A,1684.1596841487433,1683.6969885485555
1998-09-20,1998-99,Arsenal,Man United,H,1683.6969885485555,1698.8210309986664
1998-09-26,1998-99,Arsenal,Sheffield Weds,A,1698.8210309986664,1689.4396869430852
1998-10-04,1998-99,Arsenal,Newcastle,H,1689.4396869430852,1697.034154089109
1998-10-17,1998-99,Arsenal,Southampton,H,1697.034154089109,1694.6215249339332
1998-10-25,1998-99,Arsenal,Blackburn,A,1694.6215249339332,1700.1405029414111
1998-10-31,1998-99,Arsenal,Coventry,A,1700.1405029414111,1704.8807025529552
1998-11-08,1998-99,Arsenal,Everton,H,1704.8807025529552,1706.4716875308502
1998-11-14,1998-99,Arsenal,Tottenham,H,1706.4716875308502,1704.2466956125268
1998-11-21,1998-99,Arsenal,Wimbledon,A,1704.2466956125268,1694.7024920115869
1998-11-29,1998-99,Arsenal,Middlesbrough,H,1694.7024920115869,1692.5839255116948
1998-12-05,1998-99,Arsenal,Derby,A,1692.5839255116948,1691.7798602804166
1998-12-13,1998-99,Arsenal,Aston Villa,A,1691.7798602804166,1684.8605074125553
1998-12-20,1998-99,Arsenal,Leeds,H,1684.8605074125553,1690.865921612112
1998-12-26,1998-99,Arsenal,West Ham,H,1690.865921612112,1693.3732990147014
1998-12-28,1998-99,Arsenal,Charlton,A,1693.3732990147014,1697.4690830489485
1999-01-09,1998-99,Arsenal,Liverpool,H,1697.4690830489485,1696.2886023383069
1999-01-16,1998-99,Arsenal,Nott'm Forest,A,1696.2886023383069,1699.5792938596871
1999-01-31,1998-99,Arsenal,Chelsea,H,1699.5792938596871,1703.7075762854204
1999-02-06,1998-99,Arsenal,West Ham,A,1703.7075762854204,1719.8231172580454
1999-02-17,1998-99,Arsenal,Man United,A,1719.8231172580454,1721.117934125169
1999-02-20,1998-99,Arsenal,Leicester,H,1721.117934125169,1728.6265840243148
1999-02-28,1998-99,Arsenal,Newcastle,A,1728.6265840243148,1727.8821021523981
1999-03-09,1998-99,Arsenal,Sheffield Weds,H,1727.8821021523981,1733.017873031969
1999-03-13,1998-99,Arsenal,Everton,A,1733.017873031969,1739.4678322291484
1999-03-20,1998-99,Arsenal,Coventry,H,1739.4678322291484,1742.2741514257943
1999-04-03,1998-99,Arsenal,Southampton,A,1742.2741514257943,1740.7031739233144
1999-04-06,1998-99,Arsenal,Blackburn,H,1740.7031739233144,1742.2050312233036
1999-04-19,1998-99,Arsenal,Wimbledon,H,1742.2050312233036,1746.206662775497
1999-04-24,1998-99,Arsenal,Middlesbrough,A,1746.206662775497,1763.7365170825158
1999-05-02,1998-99,Arsenal,Derby,H,1763.7365170825158,1765.0840219642218
1999-05-05,1998-99,Arsenal,Tottenham,A,1765.0840219642218,1772.1189861521389
1999-05-11,1998-99,Arsenal,Leeds,A,1772.1189861521389,1764.58548703816
1999-05-16,1998-99,Arsenal,Aston Villa,H,1764.58548703816,1766.3495032008004
1999-08-07,1999-00,Arsenal,Leicester,H,1753.0320280407605,1754.7479001655431
1999-08-10,1999-00,Arsenal,Derby,A,1754.7479001655431,1758.7077110454502
1999-08-14,1999-00,Arsenal,Sunderland,A,1758.7077110454502,1757.0666091976393
1999-08-22,1999-00,Arsenal,Man United,H,1757.0666091976393,1748.3811751628716
1999-08-25,1999-00,Arsenal,Bradford,H,1748.3811751628716,1750.4537049570724
1999-08-28,1999-00,Arsenal,Liverpool,A,1750.4537049570724,1737.6648372011277
1999-09-11,1999-00,Arsenal,Aston Villa,H,1737.6648372011277,1741.4668870520672
1999-09-18,1999-00,Arsenal,Southampton,A,1741.4668870520672,1745.1797869039797
1999-09-25,1999-00,Arsenal,Watford,H,1745.1797869039797,1746.396924322922
1999-10-03,1999-00,Arsenal,West Ham,A,1746.396924322922,1736.7407626296874
1999-10-16,1999-00,Arsenal,Everton,H,1736.7407626296874,1741.4926878197466
1999-10-23,1999-00,Arsenal,Chelsea,A,1741.4926878197466,1749.9069400610404
1999-10-30,1999-00,Arsenal,Newcastle,H,1749.9069400610404,1747.5693246727426
1999-11-07,1999-00,Arsenal,Tottenham,A,1747.5693246727426,1738.0938838848351
1999-11-20,1999-00,Arsenal,Middlesbrough,H,1738.0938838848351,1743.2686033557698
1999-11-28,1999-00,Arsenal,Derby,H,1743.2686033557698,1744.4600883335313
1999-12-04,1999-00,Arsenal,Leicester,A,1744.4600883335313,1756.8992243777118
1999-12-18,1999-00,Arsenal,Wimbledon,H,1756.8992243777118,1754.3740446559377
1999-12-26,1999-00,Arsenal,Coventry,A,1754.3740446559377,1744.237317261202
1999-12-28,1999-00,Arsenal,Leeds,H,1744.237317261202,1750.8307010857466
2000-01-03,1999-00,Arsenal,Sheffield Weds,A,1750.8307010857466,1749.0306275876794
2000-01-15,1999-00,Arsenal,Sunderland,H,1749.0306275876794,1753.619457627732
2000-01-24,1999-00,Arsenal,Man United,A,1753.619457627732,1754.686981327714
2000-02-05,1999-00,Arsenal,Bradford,A,1754.686981327714,1743.2211572989004
2000-02-13,1999-00,Arsenal,Liverpool,H,1743.2211572989004,1732.4825216157174
2000-02-26,1999-00,Arsenal,Southampton,H,1732.4825216157174,1734.8357934519547
2000-03-05,1999-00,Arsenal,Aston Villa,A,1734.8357934519547,1734.2579023040391
2000-03-12,1999-00,Arsenal,Middlesbrough,A,1734.2579023040391,1723.5851950451581
2000-03-19,1999-00,Arsenal,Tottenham,H,1723.5851950451581,1725.9344338157923
2000-03-26,1999-00,Arsenal,Coventry,H,1725.9344338157923,1730.4969513568885
2000-04-01,1999-00,Arsenal,Wimbledon,A,1730.4969513568885,1735.7658218116578
2000-04-16,1999-00,Arsenal,Leeds,A,1735.7658218116578,1758.9913651139161
2000-04-23,1999-00,Arsenal,Watford,A,1758.9913651139161,1760.9158303486215
2000-04-29,1999-00,Arsenal,Everton,A,1760.9158303486215,1766.078311120738
2000-05-02,1999-00,Arsenal,West Ham,H,1766.078311120738,1767.7596440886975
2000-05-06,1999-00,Arsenal,Chelsea,H,1767.7596440886975,1771.1820479226867
2000-05-09,1999-00,Arsenal,Sheffield Weds,H,1771.1820479226867,1768.5393997703668
2000-05-14,1999-00,Arsenal,Newcastle,A,1768.5393997703668,1752.6536709413467
2000-08-19,2000-01,Arsenal,Sunderland,A,1740.0209873942795,1730.3768571756993
2000-08-21,2000-01,Arsenal,Liverpool,H,1730.3768571756993,1736.4401311166064
2000-08-26,2000-01,Arsenal,Charlton,H,1736.4401311166064,1738.6942382203251
2000-09-06,2000-01,Arsenal,Chelsea,A,1738.6942382203251,1738.8271226675538
2000-09-09,2000-01,Arsenal,Bradford,A,1738.8271226675538,1737.1418065660441
2000-09-16,2000-01,Arsenal,Coventry,H,1737.1418065660441,1738.583317707652
2000-09-23,2000-01,Arsenal,Ipswich,A,1738.583317707652,1737.0732947826652
2000-10-01,2000-01,Arsenal,Man United,H,1737.0732947826652,1743.5614034990151
2000-10-14,2000-01,Arsenal,Aston Villa,H,1743.5614034990151,1746.2033157149126
2000-10-21,2000-01,Arsenal,West Ham,A,1746.2033157149126,1750.8072039814422
2000-10-28,2000-01,Arsenal,Man City,H,1750.8072039814422,1755.9751921160714
2000-11-04,2000-01,Arsenal,Middlesbrough,A,1755.9751921160714,1759.7972216130386
2000-11-11,2000-01,Arsenal,Derby,H,1759.7972216130386,1757.2318091928596
2000-11-18,2000-01,Arsenal,Everton,A,1757.2318091928596,1740.7840897207873
2000-11-26,2000-01,Arsenal,Leeds,A,1740.7840897207873,1733.108700046335
2000-12-02,2000-01,Arsenal,Southampton,H,1733.108700046335,1734.4385279284484
2000-12-09,2000-01,Arsenal,Newcastle,H,1734.4385279284484,1743.8918229623978
2000-12-18,2000-01,Arsenal,Tottenham,A,1743.8918229623978,1742.9981445809578
2000-12-23,2000-01,Arsenal,Liverpool,A,1742.9981445809578,1721.0341545527563
2000-12-26,2000-01,Arsenal,Leicester,H,1721.0341545527563,1731.2808693047527
2000-12-30,2000-01,Arsenal,Sunderland,H,1731.2808693047527,1729.2721224318816
2001-01-01,2000-01,Arsenal,Charlton,A,1729.2721224318816,1719.0820270106371
2001-01-13,2000-01,Arsenal,Chelsea,H,1719.0820270106371,1717.5853238315485
2001-01-20,2000-01,Arsenal,Leicester,A,1717.5853238315485,1716.8599755159446
2001-01-30,2000-01,Arsenal,Bradford,H,1716.8599755159446,1718.4844837196767
2001-02-03,2000-01,Arsenal,Coventry,A,1718.4844837196767,1721.7434224968445
2001-02-10,2000-01,Arsenal,Ipswich,H,1721.7434224968445,1723.7538091841773
2001-02-25,2000-01,Arsenal,Man United,A,1723.7538091841773,1711.0905586340587
2001-03-03,2000-01,Arsenal,West Ham,H,1711.0905586340587,1716.8235354773701
2001-03-18,2000-01,Arsenal,Aston Villa,A,1716.8235354773701,1716.386549624758
2001-03-31,2000-01,Arsenal,Tottenham,H,1716.386549624758,1719.9946422676373
2001-04-11,2000-01,Arsenal,Man City,A,1719.9946422676373,1729.5856013733155
2001-04-14,2000-01,Arsenal,Middlesbrough,H,1729.5856013733155,1699.6584811362163
2001-04-21,2000-01,Arsenal,Everton,H,1699.6584811362163,1704.5567400878708
2001-04-28,2000-01,Arsenal,Derby,A,1704.5567400878708,1708.2535952533412
2001-05-05,2000-01,Arsenal,Leeds,H,1708.2535952533412,1712.6410293744107
2001-05-15,2000-01,Arsenal,Newcastle,A,1712.6410293744107,1711.8641289867412
2001-05-19,2000-01,Arsenal,Southampton,A,1711.8641289867412,1701.8226136345763
2001-08-18,2001-02,Arsenal,Middlesbrough,A,1691.7314829528475,1709.836105893539
2001-08-21,2001-02,Arsenal,Leeds,H,1709.836105893539,1699.9160283012295
2001-08-25,2001-02,Arsenal,Leicester,H,1699.9160283012295,1704.7627038422295
2001-09-08,2001-02,Arsenal,Chelsea,A,1704.7627038422295,1705.22200149345
2001-09-15,2001-02,Arsenal,Fulham,A,1705.22200149345,1712.1817950308716
2001-09-22,2001-02,Arsenal,Bolton,H,1712.1817950308716,1709.9731914005893
2001-09-29,2001-02,Arsenal,Derby,A,1709.9731914005893,1715.9849541618069
2001-10-13,2001-02,Arsenal,Southampton,A,1715.9849541618069,1723.0728117969024
2001-10-20,2001-02,Arsenal,Blackburn,H,1723.0728117969024,1720.7621681382059
2001-10-27,2001-02,Arsenal,Sunderland,A,1720.7621681382059,1720.029579539746
2001-11-04,2001-02,Arsenal,Charlton,H,1720.029579539746,1699.1292658324207
2001-11-17,2001-02,Arsenal,Tottenham,A,1699.1292658324207,1698.5925481277495
2001-11-25,2001-02,Arsenal,Man United,H,1698.5925481277495,1709.4430181484236
2001-12-01,2001-02,Arsenal,Ipswich,A,1709.4430181484236,1717.9846543747701
2001-12-09,2001-02,Arsenal,Aston Villa,H,1717.9846543747701,1720.7085397153803
2001-12-15,2001-02,Arsenal,West Ham,A,1720.7085397153803,1719.427957661021
2001-12-18,2001-02,Arsenal,Newcastle,H,1719.427957661021,1700.4248822508177
2001-12-23,2001-02,Arsenal,Liverpool,A,1700.4248822508177,1709.7996933130455
2001-12-26,2001-02,Arsenal,Chelsea,H,1709.7996933130455,1714.6074055101883
2001-12-29,2001-02,Arsenal,Middlesbrough,H,1714.6074055101883,1716.4765201658658
2002-01-13,2001-02,Arsenal,Liverpool,H,1716.4765201658658,1715.4163558980538
2002-01-20,2001-02,Arsenal,Leeds,A,1715.4163558980538,1716.0189951757015
2002-01-23,2001-02,Arsenal,Leicester,A,1716.0189951757015,1721.3588593505724
2002-01-30,2001-02,Arsenal,Blackburn,A,1721.3588593505724,1725.4675532533897
2002-02-02,2001-02,Arsenal,Southampton,H,1725.4675532533897,1723.2812730409025
2002-02-10,2001-02,Arsenal,Everton,A,1723.2812730409025,1727.3689269751676
2002-02-23,2001-02,Arsenal,Fulham,H,1727.3689269751676,1731.454609575252
2002-03-02,2001-02,Arsenal,Newcastle,A,1731.454609575252,1743.6358138984604
2002-03-05,2001-02,Arsenal,Derby,H,1743.6358138984604,1744.7037624710642
2002-03-17,2001-02,Arsenal,Aston Villa,A,1744.7037624710642,1749.828391809926
2002-03-30,2001-02,Arsenal,Sunderland,H,1749.828391809926,1753.7812777079546
2002-04-01,2001-02,Arsenal,Charlton,A,1753.7812777079546,1763.7184874559441
2002-04-06,2001-02,Arsenal,Tottenham,H,1763.7184874559441,1765.4382366315917
2002-04-21,2001-02,Arsenal,Ipswich,H,1765.4382366315917,1767.6870174620128
2002-04-24,2001-02,Arsenal,West Ham,H,1767.6870174620128,1770.2897806874817
2002-04-29,2001-02,Arsenal,Bolton,A,1770.2897806874817,1775.1163886069053
2002-05-08,2001-02,Arsenal,Man United,A,1775.1163886069053,1784.7353890675613
2002-05-11,2001-02,Arsenal,Everton,H,1784.7353890675613,1785.8969771669388
2002-08-18,2002-03,Arsenal,Birmingham,H,1771.6021283085918,1773.4661005957173
2002-08-24,2002-03,Arsenal,West Ham,A,1773.4661005957173,1771.9991133035596
2002-08-27,2002-03,Arsenal,West Brom,H,1771.9991133035596,1774.5367641232888
2002-09-01,2002-03,Arsenal,Chelsea,A,1774.5367641232888,1774.4481250822128
2002-09-10,2002-03,Arsenal,Man City,H,1774.4481250822128,1775.61452994589
2002-09-14,2002-03,Arsenal,Charlton,A,1775.61452994589,1783.7477272403219
2002-09-21,2002-03,Arsenal,Bolton,H,1783.7477272403219,1784.7268290725872
2002-09-28,2002-03,Arsenal,Leeds,A,1784.7268290725872,1799.750645257775
2002-10-06,2002-03,Arsenal,Sunderland,H,1799.750645257775,1801.4606633375079
2002-10-19,2002-03,Arsenal,Everton,A,1801.4606633375079,1790.0786263002503
2002-10-26,2002-03,Arsenal,Blackburn,H,1790.0786263002503,1777.4346292599605
2002-11-03,2002-03,Arsenal,Fulham,A,1777.4346292599605,1780.7412007758433
2002-11-09,2002-03,Arsenal,Newcastle,H,1780.7412007758433,1783.2587216327315
2002-11-16,2002-03,Arsenal,Tottenham,H,1783.2587216327315,1786.9214089903735
2002-11-23,2002-03,Arsenal,Southampton,A,1786.9214089903735,1776.4332492991696
2002-11-30,2002-03,Arsenal,Aston Villa,H,1776.4332492991696,1779.2819973602568
2002-12-07,2002-03,Arsenal,Man United,A,1779.2819973602568,1769.9238978873902
2002-12-15,2002-03,Arsenal,Tottenham,A,1769.9238978873902,1768.7199940740834
2002-12-21,2002-03,Arsenal,Middlesbrough,H,1768.7199940740834,1771.614985597419
2002-12-26,2002-03,Arsenal,West Brom,A,1771.614985597419,1774.2164738037545
2002-12-29,2002-03,Arsenal,Liverpool,H,1774.2164738037545,1773.0336399612968
2003-01-01,2002-03,Arsenal,Chelsea,H,1773.0336399612968,1776.7706590151902
2003-01-12,2002-03,Arsenal,Birmingham,A,1776.7706590151902,1786.0425010214194
2003-01-19,2002-03,Arsenal,West Ham,H,1786.0425010214194,1787.8474144686156
2003-01-29,2002-03,Arsenal,Liverpool,A,1787.8474144686156,1788.1101314666232
2003-02-01,2002-03,Arsenal,Fulham,H,1788.1101314666232,1789.201707559254
2003-02-09,2002-03,Arsenal,Newcastle,A,1789.201707559254,1788.7154863955582
2003-02-22,2002-03,Arsenal,Man City,A,1788.7154863955582,1799.7192399885844
2003-03-02,2002-03,Arsenal,Charlton,H,1799.7192399885844,1802.5283998292539
2003-03-15,2002-03,Arsenal,Blackburn,A,1802.5283998292539,1785.3142738962033
2003-03-23,2002-03,Arsenal,Everton,H,1785.3142738962033,1786.957535921254
2003-04-05,2002-03,Arsenal,Aston Villa,A,1786.957535921254,1785.4839874529719
2003-04-16,2002-03,Arsenal,Man United,H,1785.4839874529719,1784.850796871794
2003-04-19,2002-03,Arsenal,Middlesbrough,A,1784.850796871794,1791.7121495017282
2003-04-26,2002-03,Arsenal,Bolton,A,1791.7121495017282,1789.88200907653
2003-05-04,2002-03,Arsenal,Leeds,H,1789.88200907653,1777.6395975532205
2003-05-07,2002-03,Arsenal,Southampton,H,1777.6395975532205,1784.2975048758074
2003-05-11,2002-03,Arsenal,Sunderland,A,1784.2975048758074,1789.329608722646
2003-08-16,2003-04,Arsenal,Everton,H,1774.8631282865138,1776.510772306582
2003-08-24,2003-04,Arsenal,Middlesbrough,A,1776.510772306582,1788.6215219518997
2003-08-27,2003-04,Arsenal,Aston Villa,H,1788.6215219518997,1790.9823391365567
2003-08-31,2003-04,Arsenal,Man City,A,1790.9823391365567,1794.7387191106839
2003-09-13,2003-04,Arsenal,Portsmouth,H,1794.7387191106839,1792.2167689527475
2003-09-21,2003-04,Arsenal,Man United,A,1792.2167689527475,1793.160179275383
2003-09-26,2003-04,Arsenal,Newcastle,H,1793.160179275383,1795.602780151697
2003-10-04,2003-04,Arsenal,Liverpool,A,1795.602780151697,1802.9680590816608
2003-10-18,2003-04,Arsenal,Chelsea,H,1802.9680590816608,1806.6012494896102
2003-10-26,2003-04,Arsenal,Charlton,A,1806.6012494896102,1804.9636405286135
2003-11-01,2003-04,Arsenal,Leeds,A,1804.9636405286135,1813.5782474780738
2003-11-08,2003-04,Arsenal,Tottenham,H,1813.5782474780738,1814.5393286498224
2003-11-22,2003-04,Arsenal,Birmingham,A,1814.5393286498224,1822.7071434565019
2003-11-30,2003-04,Arsenal,Fulham,H,1822.7071434565019,1820.2644066634577
2003-12-06,2003-04,Arsenal,Leicester,A,1820.2644066634577,1818.4459259109876
2003-12-14,2003-04,Arsenal,Blackburn,H,1818.4459259109876,1820.1313255820774
2003-12-20,2003-04,Arsenal,Bolton,A,1820.1313255820774,1818.2955270517814
2003-12-26,2003-04,Arsenal,Wolves,H,1818.2955270517814,1819.7771673426118
2003-12-29,2003-04,Arsenal,Southampton,A,1819.7771673426118,1823.3997433178727
2004-01-07,2003-04,Arsenal,Everton,A,1823.3997433178727,1821.7226660156496
2004-01-10,2003-04,Arsenal,Middlesbrough,H,1821.7226660156496,1824.794422033529
2004-01-18,2003-04,Arsenal,Aston Villa,A,1824.794422033529,1830.1595023684597
2004-02-01,2003-04,Arsenal,Man City,H,1830.1595023684597,1831.18574150537
2004-02-07,2003-04,Arsenal,Wolves,A,1831.18574150537,1834.1738078765854
2004-02-10,2003-04,Arsenal,Southampton,H,1834.1738078765854,1836.30303160843
2004-02-21,2003-04,Arsenal,Chelsea,A,1836.30303160843,1843.3321212684164
2004-02-28,2003-04,Arsenal,Charlton,H,1843.3321212684164,1844.5043195385615
2004-03-13,2003-04,Arsenal,Blackburn,A,1844.5043195385615,1849.9951928692024
2004-03-20,2003-04,Arsenal,Bolton,H,1849.9951928692024,1850.8537626826958
2004-03-28,2003-04,Arsenal,Man United,H,1850.8537626826958,1849.4570886296942
2004-04-09,2003-04,Arsenal,Liverpool,H,1849.4570886296942,1853.8639294212458
2004-04-11,2003-04,Arsenal,Newcastle,A,1853.8639294212458,1852.820300679587
2004-04-16,2003-04,Arsenal,Leeds,H,1852.820300679587,1855.918201124086
2004-04-25,2003-04,Arsenal,Tottenham,A,1855.918201124086,1853.825991093176
2004-05-01,2003-04,Arsenal,Birmingham,H,1853.825991093176,1851.2405790056878
2004-05-04,2003-04,Arsenal,Portsmouth,A,1851.2405790056878,1849.2307791764354
2004-05-09,2003-04,Arsenal,Fulham,A,1849.2307791764354,1852.1699570286214
2004-05-15,2003-04,Arsenal,Leicester,H,1852.1699570286214,1852.8279771245875
2004-08-15,2004-05,Arsenal,Everton,A,1835.186578268358,1840.9112986097111
2004-08-22,2004-05,Arsenal,Middlesbrough,H,1840.9112986097111,1842.7653243061736
2004-08-25,2004-05,Arsenal,Blackburn,H,1842.7653243061736,1845.8181001495454
2004-08-28,2004-05,Arsenal,Norwich,A,1845.8181001495454,1850.6105718695
2004-09-11,2004-05,Arsenal,Fulham,A,1850.6105718695,1857.3680048068677
2004-09-18,2004-05,Arsenal,Bolton,H,1857.3680048068677,1854.840764941067
2004-09-25,2004-05,Arsenal,Man City,A,1854.840764941067,1857.6405528851908
2004-10-02,2004-05,Arsenal,Charlton,H,1857.6405528851908,1860.8890220174646
2004-10-16,2004-05,Arsenal,Aston Villa,H,1860.8890220174646,1863.1681596185867
2004-10-24,2004-05,Arsenal,Man United,A,1863.1681596185867,1850.3027830994915
2004-10-30,2004-05,Arsenal,Southampton,H,1850.3027830994915,1847.7307158434396
2004-11-06,2004-05,Arsenal,Crystal Palace,A,1847.7307158434396,1845.5630176001066
2004-11-13,2004-05,Arsenal,Tottenham,A,1845.5630176001066,1847.9211626872138
2004-11-20,2004-05,Arsenal,West Brom,H,1847.9211626872138,1845.19080824147
2004-11-28,2004-05,Arsenal,Liverpool,A,1845.19080824147,1836.3626347793686
2004-12-04,2004-05,Arsenal,Birmingham,H,1836.3626347793686,1838.7205109567026
2004-12-12,2004-05,Arsenal,Chelsea,H,1838.7205109567026,1837.503279862862
2004-12-19,2004-05,Arsenal,Portsmouth,A,1837.503279862862,1840.2081557870758
2004-12-26,2004-05,Arsenal,Fulham,H,1840.2081557870758,1841.970922041939
2004-12-29,2004-05,Arsenal,Newcastle,A,1841.970922041939,1845.787683567894
2005-01-01,2004-05,Arsenal,Charlton,A,1845.787683567894,1850.8409199786574
2005-01-04,2004-05,Arsenal,Man City,H,1850.8409199786574,1848.3667460825493
2005-01-15,2004-05,Arsenal,Bolton,A,1848.3667460825493,1836.707002923344
2005-01-23,2004-05,Arsenal,Newcastle,H,1836.707002923344,1838.3732207738433
2005-02-01,2004-05,Arsenal,Man United,H,1838.3732207738433,1821.7933049126802
2005-02-05,2004-05,Arsenal,Aston Villa,A,1821.7933049126802,1827.865521349059
2005-02-14,2004-05,Arsenal,Crystal Palace,H,1827.865521349059,1830.332955248722
2005-02-26,2004-05,Arsenal,Southampton,A,1830.332955248722,1828.4106862475387
2005-03-05,2004-05,Arsenal,Portsmouth,H,1828.4106862475387,1830.6997081940774
2005-03-19,2004-05,Arsenal,Blackburn,A,1830.6997081940774,1833.795872074566
2005-04-02,2004-05,Arsenal,Norwich,H,1833.795872074566,1835.1649083447169
2005-04-09,2004-05,Arsenal,Middlesbrough,A,1835.1649083447169,1838.4837529812057
2005-04-20,2004-05,Arsenal,Chelsea,A,1838.4837529812057,1839.152341489137
2005-04-25,2004-05,Arsenal,Tottenham,H,1839.152341489137,1840.3757972569838
2005-05-02,2004-05,Arsenal,West Brom,A,1840.3757972569838,1843.4610492608947
2005-05-08,2004-05,Arsenal,Liverpool,H,1843.4610492608947,1847.1235444271024
2005-05-11,2004-05,Arsenal,Everton,H,1847.1235444271024,1854.214730539858
2005-05-15,2004-05,Arsenal,Birmingham,A,1854.214730539858,1842.3167841328386
2005-08-14,2005-06,Arsenal,Newcastle,H,1825.2009449261966,1827.7074583844353
2005-08-21,2005-06,Arsenal,Chelsea,A,1827.7074583844353,1822.4518314053214
2005-08-24,2005-06,Arsenal,Fulham,H,1822.4518314053214,1825.4943997249961
2005-09-10,2005-06,Arsenal,Middlesbrough,A,1825.4943997249961,1814.6460227995613
2005-09-19,2005-06,Arsenal,Everton,H,1814.6460227995613,1816.8036344834402
2005-09-24,2005-06,Arsenal,West Ham,A,1816.8036344834402,1814.9632486446444
2005-10-02,2005-06,Arsenal,Birmingham,H,1814.9632486446444,1816.0302495269693
2005-10-15,2005-06,Arsenal,West Brom,A,1816.0302495269693,1803.7306722197995
2005-10-22,2005-06,Arsenal,Man City,H,1803.7306722197995,1805.5778685955079
2005-10-29,2005-06,Arsenal,Tottenham,A,1805.5778685955079,1804.3895645822627
2005-11-05,2005-06,Arsenal,Sunderland,H,1804.3895645822627,1805.6837023754952
2005-11-19,2005-06,Arsenal,Wigan,A,1805.6837023754952,1809.0084942425651
2005-11-26,2005-06,Arsenal,Blackburn,H,1809.0084942425651,1812.3278543329095
2005-12-03,2005-06,Arsenal,Bolton,A,1812.3278543329095,1795.5363514936234
2005-12-10,2005-06,Arsenal,Newcastle,A,1795.5363514936234,1785.489003160292
